source_name	source_id	source_date	type_ordre	sexe	nom	prenom	nom_complet	objet (données brutes)	a_sa_demande	ambassadeur	ambassadeur_pays	ambassadeur_thematique	autres_prenoms	cabinet	cabinet_ministeriel	conseil_administration	conseil_des_ministres	conseiller_affaire_etrangeres	corps	cour_comptes	date_debut	date_fin	depart_retraite	duree	nom_alternatif
JORF	JORFTEXT000028858676	2014-04-18	nomination	M	Tomasi	Serge	Serge Tomasi	ambassadeur, représentant permanent de la France auprès de l'Organisation des Nations unies pour l'alimentation et l'agriculture ainsi que des autres institutions internationales ayant compétence pour l'alimentation et l'agriculture dont le siège est à Rome;directeur adjoint de la coopération au développement		oui		oui					oui								
JORF	JORFTEXT000028854576	2014-04-15	admission	M	Vimont	Pierre	Pierre VIMONT	à faire valoir ses droits à la retraite;ambassadeur de France		oui		oui									2014-06-16		limite d'âge		
JORF	JORFTEXT000028811836	2014-04-01	nomination	M	Saint-Paul	François	François Saint-Paul	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Roumanie		oui	Roumanie						oui								
JORF	JORFTEXT000028720849	2014-03-14	nomination	F	Bédague-Hamilius	Véronique	Véronique Bédague-Hamilius	ambassadrice déléguée aux investissements internationaux, présidente de l'Agence française pour les investissements internationaux		oui		oui					oui								
JORF	JORFTEXT000028717363	2014-03-13	nomination	M	Maubert	Pascal	Pascal Maubert	ambassadeur extraordinaire et plénipotentiaire de la République française auprès des îles Salomon;en résidence à Port Moresby		oui	Îles Salomon						oui								
JORF	JORFTEXT000028700332	2014-03-09	nomination	M	Mucetti	Serge	Serge MUCETTI	ambassadeur extraordinaire et plénipotentaire de la République française auprès de la République de Djibouti		oui		oui					oui								
JORF	JORFTEXT000028638525	2014-02-23	nomination	M	Anfré	Antoine	Antoine Anfré	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Niger		oui	Niger						oui								
JORF	JORFTEXT000028637825	2014-02-22	nomination	M	Casenave	Philippe	Philippe Casenave	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Panama		oui	Panama						oui								
JORF	JORFTEXT000028586657	2014-02-12	nomination	M	Prom	Michel	Michel Prom	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Guyana;en résidence à Paramaribo		oui	Guyana						oui								
JORF	JORFTEXT000028586654	2014-02-12	nomination	M	Vidon	Jean-Pierre	Jean-Pierre Vidon	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Congo		oui	République du Congo						oui								
JORF	JORFTEXT000028583218	2014-02-11	nomination	M	Thébault	Jean-Pierre	Jean-Pierre Thébault	ambassadeur extraordinaire et plénipotentiaire de la République française en Irlande		oui	Irlande						oui								
JORF	JORFTEXT000028451262	2014-01-10	cessation de fonction	M	de Froissard de Broissia	Louis	Louis de Froissard de Broissia	ambassadeur chargé de l'audiovisuel extérieur		oui		oui					oui				2014-01-17				
JORF	JORFTEXT000028271919	2013-12-05	nomination	M	Malinas	Charles	Charles Malinas	ambassadeur, haut représentant de la République française auprès de la République centrafricaine		oui	Centrafrique						oui								
JORF	JORFTEXT000028269408	2013-12-04	nomination	M	Maréchaux	Rémi	Rémi Maréchaux	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République fédérale de Somalie;en résidence à Nairobi		oui	Somalie						oui								
JORF	JORFTEXT000028253434	2013-11-30	nomination	M	Monchau	Jean-Paul	Jean-Paul Monchau	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des Maldives;en résidence à Colombo		oui	Maldives						oui								
JORF	JORFTEXT000028194321	2013-11-14	nomination	M	Miraillet	Michel	Michel Miraillet	ambassadeur extraordinaire et plénipotentiaire de la République française auprès des Emirats arabes unis		oui	Émirats arabes unis						oui								
JORF	JORFTEXT000028194318	2013-11-14	nomination	M	de la Moussaye	Eric	Eric de la Moussaye	ambassadeur extraordinaire et plénipotentiaire de la République française à Saint-Vincent-et-les-Grenadines;en résidence à Castries		oui	Saint-Vincent-et-les Grenadines						oui								
JORF	JORFTEXT000028194315	2013-11-14	nomination	M	de la Moussaye	Eric	Eric de la Moussaye	ambassadeur extraordiniaire et plénipotentiaire de la République française auprès du Commonwealth de Dominique;en résidence à Castries		oui		oui					oui								
JORF	JORFTEXT000028194312	2013-11-14	nomination	M	de la Moussaye	Eric	Eric de la Moussaye	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Commonwealth d'Antigue et Barbude;en résidence à Castries		oui	Antigua-et-Barbuda						oui								
JORF	JORFTEXT000028154782	2013-11-05	nomination	M	Ripert	Jean-Maurice	Jean-Maurice Ripert	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Fédération de Russie		oui	Russie						oui								
JORF	JORFTEXT000028090436	2013-10-19	nomination	M	Zimeray	François	François Zimeray	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Danemark		oui	Danemark														
JORF	JORFTEXT000028090429	2013-10-19	nomination	M	de la Moussaye	Eric	Eric de la Moussaye	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Fédération de Saint-Christophe-et-Niévès;en résidence à Castries		oui	Saint-Christophe-et-Niévès						oui								
JORF	JORFTEXT000028074540	2013-10-16	nomination	M	Zimeray	François	François Zimeray	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Danemark		oui	Danemark						oui								
JORF	JORFTEXT000028054477	2013-10-11	nomination	M	Lalliot	Philippe	Philippe Lalliot	ambassadeur, délégué permanent de la France auprès de l'Organisation des Nations unies pour l'éducation, la science et la culture		oui		oui					oui								
JORF	JORFTEXT000028051391	2013-10-10	nomination	M	Godeau	Joël	Joël Godeau	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Liberia		oui	Liberia						oui								
JORF	JORFTEXT000028035894	2013-10-05	nomination	M	Azouaou	Alain	Alain Azouaou	ambassadeur extraordinaire et plénipotentiaire de la République française en Irlande		oui	Irlande						oui								
JORF	JORFTEXT000028022779	2013-10-02	nomination	M	Itté	Sylvain	Sylvain Itté	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République orientale de l'Uruguay		oui	Uruguay						oui								
JORF	JORFTEXT000028022776	2013-10-02	nomination	M	Desagneaux	Frédéric	Frédéric Desagneaux	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République bolivarienne du Venezuela		oui	Venezuela						oui								
JORF	JORFTEXT000027996967	2013-09-29	nomination	M	Contini	Laurent	Laurent Contini	ambassadeur extraordinaire et plénipotentiaire de la République française aux îles Cook;en résidence à Wellington		oui		oui					oui								
JORF	JORFTEXT000027996964	2013-09-29	nomination	M	Contini	Laurent	Laurent Contini	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Etat indépendant des Samoa;en résidence à Wellington		oui	Samoa						oui								
JORF	JORFTEXT000027996961	2013-09-29	nomination	M	Blarel	Jean-François	Jean-François Blarel	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République portugaise		oui	Portugal						oui								
JORF	JORFTEXT000027988502	2013-09-24	nomination	M	Lapeyre de Cabanes	Xavier	Xavier Lapeyre de Cabanes	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Bulgarie		oui	Bulgarie						oui								
JORF	JORFTEXT000027979196	2013-09-21	nomination	M	Garnier	Laurent	Laurent Garnier	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Maurice		oui	Maurice						oui								
JORF	JORFTEXT000027979193	2013-09-21	nomination	M	Van Rossum	Gerrit	Gerrit Van Rossum	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Burundi		oui	Burundi						oui								
JORF	JORFTEXT000027962347	2013-09-18	nomination	M	Dubertret	Benjamin	Benjamin Dubertret	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Singapour		oui	Singapour						oui								
JORF	JORFTEXT000027962342	2013-09-18	nomination	M	Franc	Philippe	Philippe Franc	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Guatemala		oui	Guatemala						oui								
JORF	JORFTEXT000027962339	2013-09-18	nomination	M	Moyret	Jean-Claude	Jean-Claude Moyret	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Angola		oui	Angola						oui								
JORF	JORFTEXT000027962336	2013-09-18	nomination	F	Gazuy	Dominique	Dominique Gazuy, épouse Fromaget	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Biélorussie		oui	Biélorussie						oui								Fromaget
JORF	JORFTEXT000027962333	2013-09-18	nomination	M	Catta	Stéphane	Stéphane Catta	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Kirghizistan		oui	Kirghizistan						oui								
JORF	JORFTEXT000027962330	2013-09-18	nomination	F	Robichon	Christine	Christine Robichon	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Cameroun		oui	Cameroun						oui								
JORF	JORFTEXT000027962327	2013-09-18	nomination	M	Gauthier	François	François Gauthier	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de l'Equateur		oui	Équateur						oui								
JORF	JORFTEXT000027945646	2013-09-13	nomination	M	Lopinot	Didier	Didier Lopinot	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République slovaque		oui	Slovaquie						oui								
JORF	JORFTEXT000027945643	2013-09-13	nomination	M	Asvazadourian	Jean-Pierre	Jean-Pierre Asvazadourian	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République tchèque		oui	République tchèque						oui								
JORF	JORFTEXT000027934667	2013-09-08	nomination	M	Maréchaux	Rémi	Rémi Maréchaux	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Kenya		oui	Kenya						oui								
JORF	JORFTEXT000027934664	2013-09-08	nomination	M	de la Moussaye	Eric	Eric de la Moussaye	ambassadeur extraordinaire et plénipotentiaire de la République française à Sainte-Lucie		oui	Sainte-Lucie						oui								
JORF	JORFTEXT000027934661	2013-09-08	nomination	M	Prom	Michel	Michel Prom	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Suriname		oui	Suriname						oui								
JORF	JORFTEXT000027934658	2013-09-08	nomination	F	Bassereau	Martine	Martine Bassereau	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République démocratique fédérale du Népal		oui	Népal						oui								
JORF	JORFTEXT000027934655	2013-09-08	nomination	M	Heuls	Jacques-Henry	Jacques-Henry Heuls	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Ouzbékistan		oui	Ouzbékistan						oui								
JORF	JORFTEXT000027915704	2013-09-01	nomination	M	Maillard	Jacques	Jacques Maillard	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Congo		oui	République du Congo						oui								
JORF	JORFTEXT000027889590	2013-08-25	nomination	M	Maisonnave	Patrick	Patrick Maisonnave	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Etat d'Israël		oui	Israël						oui								
JORF	JORFTEXT000027889587	2013-08-25	nomination	M	Raineri	Michel	Michel Raineri	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Estonie		oui	Estonie						oui								
JORF	JORFTEXT000027886984	2013-08-23	nomination	M	Lefebvre	Maxime	Maxime Lefebvre	ambassadeur, représentant permanent de la France auprès de l'Organisation pour la sécurité et la coopération en Europe, à Vienne		oui		oui					oui				2013-09-01				
JORF	JORFTEXT000027876373	2013-08-22	nomination	M	Thibault	Gilles	Gilles Thibault	ambassadeur extraordinaire et plénipotentiaire de la République française au Burkina Faso		oui	Burkina Faso						oui								
JORF	JORFTEXT000027876370	2013-08-22	nomination	M	Casa	Jean-Michel	Jean-Michel Casa	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République argentine		oui	Argentine						oui								
JORF	JORFTEXT000027826455	2013-08-11	nomination	M	Laforêt	Jean-Marc	Jean-Marc Laforêt	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Colombie		oui	Colombie						oui								
JORF	JORFTEXT000027822861	2013-08-09	nomination	M	Contini	Laurent	Laurent Contini	ambassadeur extraordinaire et plénipotentiaire de la République française en Nouvelle-Zélande		oui	Nouvelle-Zélande						oui								
JORF	JORFTEXT000027822858	2013-08-09	nomination	F	Brumeaux	Véronique	Véronique Brumeaux	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Monténégro		oui	Monténégro						oui								
JORF	JORFTEXT000027756098	2013-07-27	nomination	M	Maubert	Pascal	Pascal MAUBERT	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Papouasie-Nouvelle-Guinée		oui	Papouasie-Nouvelle-Guinée						oui								
JORF	JORFTEXT000027756095	2013-07-27	nomination	F	Sparacino	Patrizianna	Patrizianna SPARACINO	ambassadrice pour les droits de l'homme, chargée de la dimension internationale de la Shoah, des spoliations et du devoir de mémoire		oui		oui					oui								
JORF	JORFTEXT000027756092	2013-07-27	nomination	M	Caron	Olivier	Olivier CARON	ambassadeur, représentant permanent de la France au conseil de l'Organisation de l'aviation civile internationale à Montréal		oui		oui					oui				2013-09-01				
JORF	JORFTEXT000027745642	2013-07-24	nomination	M	Etienne	Francis	Francis Etienne	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Kazakhstan		oui	Kazakhstan						oui								
JORF	JORFTEXT000027745639	2013-07-24	nomination	M	Nakhlé	Christian	Christian Nakhlé	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Etat du Koweït		oui	Koweït						oui								
JORF	JORFTEXT000027745636	2013-07-24	nomination	F	Moal-Makame	Sophie	Sophie Moal-Makame	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de l'Ouganda		oui	Ouganda						oui								
JORF	JORFTEXT000027731566	2013-07-21	nomination	M	Monchau	Jean-Paul	Jean-Paul Monchau	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République démocratique socialiste du Sri Lanka		oui	Sri Lanka						oui								
JORF	JORFTEXT000027697296	2013-07-13	nomination	M	Mattei	Jean-Baptiste	Jean-Baptiste Mattei	ambassadeur, représentant permanent de la France au conseil de l'Organisation du traité de l'Atlantique Nord à Bruxelles		oui		oui					oui								
JORF	JORFTEXT000027697293	2013-07-13	nomination	M	Setton	Philippe	Philippe Setton	ambassadeur, représentant permanent de la France au comité politique et de sécurité de l'Union européenne à Bruxelles		oui		oui					oui								
JORF	JORFTEXT000027663425	2013-07-05	nomination	F	Caballero	Jocelyne	Jocelyne Caballero	ambassadrice, représentante permanente de la France auprès du Conseil de l'Europe à Strasbourg		oui		oui					oui								
JORF	JORFTEXT000027663422	2013-07-05	nomination	F	Barsacq	Elisabeth	Elisabeth Barsacq	ambassadrice, représentante permanente de la République française auprès de l'Organisation maritime internationale à Londres		oui		oui					oui								
JORF	JORFTEXT000027650818	2013-07-03	nomination	F	Barbier	Elisabeth	Elisabeth Barbier	ambassadrice extraordinaire et plénipotentiaire de la République française auprès du Royaume du Lesotho;en résidence à Pretoria		oui	Lesotho						oui								
JORF	JORFTEXT000027650815	2013-07-03	nomination	F	Bassa-Mazzoni	Jacqueline	Jacqueline Bassa-Mazzoni	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Namibie		oui	Namibie						oui								
JORF	JORFTEXT000027650812	2013-07-03	nomination	M	Pietton	Denis	Denis Pietton	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République fédérative du Brésil		oui	Brésil						oui								
JORF	JORFTEXT000027514014	2013-06-07	nomination	M	Meunier	Philippe	Philippe Meunier	ambassadeur chargé de la lutte contre le virus de l'immunodéficience humaine-syndrome de l'immunodéficience acquise (VIH-sida) et les maladies transmissibles		oui		oui					oui								
JORF	JORFTEXT000027514011	2013-06-07	nomination	M	Nolla	Jean-Claude	Jean-Claude Nolla	ambassadeur, observateur permanent de la France auprès de l'Organisation des Etats américains à Washington		oui		oui					oui								
JORF	JORFTEXT000027504743	2013-06-05	nomination	M	Félix-Paganon	Jean	Jean Félix-Paganon	ambassadeur, haut représentant de la République française auprès de la République du Sénégal		oui	Sénégal						oui								
JORF	JORFTEXT000027448519	2013-05-26	nomination	M	Delahousse	Laurent	Laurent Delahousse	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Zimbabwe		oui	Zimbabwe						oui								
JORF	JORFTEXT000027448516	2013-05-26	nomination	M	Nicoloso	Patrick	Patrick Nicoloso	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République d'Haïti		oui	Haïti						oui								
JORF	JORFTEXT000027436716	2013-05-23	nomination	F	Kuster-Ménager	Aline	Aline Kuster-Ménager	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Bénin		oui	Bénin						oui								
JORF	JORFTEXT000027415359	2013-05-18	nomination	F	Decorps	Evelyne	Evelyne Decorps	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Tchad		oui	Tchad						oui								
JORF	JORFTEXT000027406315	2013-05-14	nomination	M	Marlaud	Jean-Michel	Jean-Michel Marlaud	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République islamique d'Afghanistan		oui	Afghanistan						oui								
JORF	JORFTEXT000027333148	2013-04-21	nomination	F	Breuzé	Corinne	Corinne BREUZÉ	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République démocratique de Timor-Est;en résidence à Jakarta		oui	Timor oriental						oui								
JORF	JORFTEXT000027300446	2013-04-14	nomination	M	Aubert	Bruno	Bruno Aubert	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Soudan		oui	Soudan						oui								
JORF	JORFTEXT000027287263	2013-04-09	nomination	M	Huberson	Gilles	Gilles Huberson	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Mali		oui	Mali						oui								
JORF	JORFTEXT000027194212	2013-03-20	nomination	F	De Matha	Ginette	Ginette DE MATHA	ambassadrice extraordinaire et plénipotentiaire de la République française auprès du Commonwealth des Bahamas;en résidence à Kingston		oui	Bahamas						oui								
JORF	JORFTEXT000027112587	2013-02-27	nomination	M	Ségura	Serge	Serge Ségura	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume du Swaziland;en résidence à Maputo		oui	Eswatini						oui								
JORF	JORFTEXT000027112584	2013-02-27	nomination	M	Sturm	Jacques	Jacques STURM	ambassadeur extraordinaire et plénipotentiaire de la République française à la Barbade;en résidence à Port-d'Espagne		oui	Barbade						oui								
JORF	JORFTEXT000027030721	2013-02-05	nomination	F	Barbier	Elisabeth	Elisabeth Barbier	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République d'Afrique du Sud		oui	Afrique du Sud						oui								
JORF	JORFTEXT000027030718	2013-02-05	nomination	M	Chauvin	Jean-Baptiste	Jean-Baptiste CHAUVIN	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Costa Rica		oui	Costa Rica						oui								
JORF	JORFTEXT000027004067	2013-01-30	nomination	F	Dumas	Caroline	Caroline DUMAS	ambassadrice extraordinaire et plénipotentiaire de la République française auprès du Royaume hachémite de Jordanie		oui	Jordanie						oui								
JORF	JORFTEXT000026979745	2013-01-26	nomination	M	Lapouge	Jacques	Jacques LAPOUGE	ambassadeur chargé des négociations sur le changement climatique		oui		oui					oui								
JORF	JORFTEXT000026979742	2013-01-26	nomination	F	Ramis	Michèle	Michèle RAMIS	ambassadrice chargée de la lutte contre la criminalité organisée		oui		oui					oui								
JORF	JORFTEXT000026972230	2013-01-23	nomination	M	Duclos	Michel	Michel Duclos	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Principauté de Liechtenstein;en résidence à Berne		oui	Liechtenstein						oui								
JORF	JORFTEXT000026972227	2013-01-23	nomination	M	de Montaigne de Poncins	Etienne	Etienne de Montaigne de Poncins	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République fédérale de Somalie;en résidence à Nairobi		oui	Somalie						oui								
JORF	JORFTEXT000026942396	2013-01-16	nomination	M	Visconti	Stéphane	Stéphane Visconti	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Lettonie		oui	Lettonie						oui								
JORF	JORFTEXT000026942393	2013-01-16	nomination	F	Trarieux-Vidal de la Blache	Anne	Anne Trarieux-Vidal de la Blache	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Botswana		oui	Botswana						oui								
JORF	JORFTEXT000026942390	2013-01-16	nomination	M	Goldblatt	François	François Goldblatt	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Madagascar		oui	Madagascar						oui								
JORF	JORFTEXT000026942387	2013-01-16	nomination	F	Breuze	Corinne	Corinne Breuze	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République d'Indonésie		oui	Indonésie						oui								
JORF	JORFTEXT000026942384	2013-01-16	nomination	F	Boccoz	Michèle	Michèle Boccoz	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République de Croatie		oui	Croatie						oui								
JORF	JORFTEXT000026865259	2012-12-30	nomination	M	Mostura	Serge	Serge Mostura	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume du Cambodge		oui	Cambodge						oui								
JORF	JORFTEXT000026811908	2012-12-23	nomination	M	Yelda	Guy	Guy YELDA	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Grand-Duché de Luxembourg		oui	Luxembourg						oui								
JORF	JORFTEXT000026705617	2012-12-01	nomination	F	Auer	Laurence	Laurence AUER	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de l'ancienne République yougoslave de Macédoine		oui	Macédoine						oui								
JORF	JORFTEXT000026705614	2012-12-01	nomination	M	Pasquier	Jérôme	Jérôme PASQUIER	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Corée		oui	Corée du Sud						oui								
JORF	JORFTEXT000026638975	2012-11-18	nomination	F	Iancu	Geneviève	Geneviève IANCU	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République des Seychelles		oui	Seychelles						oui								
JORF	JORFTEXT000026638972	2012-11-18	nomination	M	Berthault	Jean-Yves	Jean-Yves BERTHAULT	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Negara Brunei Darussalam		oui	Brunei						oui								
JORF	JORFTEXT000026601782	2012-11-11	nomination	F	Daviet	Maryse	Maryse DAVIET	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Kosovo		oui	Kosovo						oui								
JORF	JORFTEXT000026526310	2012-10-23	nomination	M	Bonnafont	Jérôme	Jérôme Bonnafont	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume d'Espagne		oui	Espagne						oui								
JORF	JORFTEXT000026508030	2012-10-19	nomination	M	Viteau	Thierry	Thierry VITEAU	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Thaïlande		oui	Thaïlande						oui								
JORF	JORFTEXT000026508027	2012-10-19	nomination	M	Flesch	Michel	Michel FLESCH	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République rwandaise		oui	Rwanda						oui								
JORF	JORFTEXT000026508024	2012-10-19	nomination	M	Delaye	Bruno	Bruno DELAYE	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République fédérative du Brésil		oui	Brésil						oui								
JORF	JORFTEXT000026508021	2012-10-19	nomination	M	Valero	Bernard	Bernard VALERO	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Belgique		oui	Belgique						oui								
JORF	JORFTEXT000026457764	2012-10-05	nomination	F	Paradas	Marion	Marion PARADAS	ambassadrice, représentante permanente de la France auprès de l'Office des Nations unies et des organisations internationales à Vienne		oui		oui					oui								
JORF	JORFTEXT000026364329	2012-09-12	nomination	M	Sturm	Jacques	Jacques Sturm	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Trinité-et-Tobago		oui	Trinité-et-Tobago						oui								
JORF	JORFTEXT000026318240	2012-08-28	nomination	M	Carmona	Yves	Yves Carmona	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République démocratique populaire lao		oui	Laos						oui								
JORF	JORFTEXT000026314488	2012-08-26	nomination	M	Gouyette	François	François Gouyette	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Tunisie		oui	Tunisie						oui								
JORF	JORFTEXT000026310883	2012-08-24	nomination	M	Gruenberg	Stéphane	Stéphane Gruenberg	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de l'Etat d'Erythrée		oui	Érythrée						oui								
JORF	JORFTEXT000026310880	2012-08-24	nomination	M	Cochery	Bertrand	Bertrand Cochery	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Sierra Leone;en résidence à Conakry		oui	Sierra Leone						oui								
JORF	JORFTEXT000026263808	2012-08-07	nomination	M	Poirier	Jean-Noël	Jean-Noël Poirier	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République socialiste du Vietnam		oui	Vietnam						oui								
JORF	JORFTEXT000026246993	2012-08-02	nomination	M	Ségura	Serge	Serge Ségura	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Mozambique		oui	Mozambique						oui								
JORF	JORFTEXT000026197092	2012-07-18	nomination	M	Garachon	Gilles	Gilles Garachon	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des Etats fédérés de Micronésie;en résidence à Manille		oui	Micronésie						oui								
JORF	JORFTEXT000026197089	2012-07-18	nomination	M	Garachon	Gilles	Gilles Garachon	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République des îles Marshall;en résidence à Manille		oui	Îles Marshall						oui								
JORF	JORFTEXT000026197086	2012-07-18	nomination	M	Garachon	Gilles	Gilles Garachon	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Palau;en résidence à Manille		oui	Palaos						oui								
JORF	JORFTEXT000026088814	2012-06-30	nomination	F	Bourdin	Marie-Annick	Marie-Annick Bourdin	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République du Malawi;en résidence à Lusaka		oui	Malawi						oui								
JORF	JORFTEXT000026018693	2012-06-13	détachement	M	Mourier	Pierre-François	Pierre-François Mourier	auprès du ministère des affaires étrangères;ambassadeur extraordinaire et plénipotentiaire de la République française		oui		oui												trois ans	
JORF	JORFTEXT000026018679	2012-06-13	nomination	M	Le Roy	Alain	Alain Le Roy	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Saint-Marin;en résidence à Rome		oui	Saint-Marin						oui								
JORF	JORFTEXT000026018676	2012-06-13	nomination	F	Collet	Brigitte	Brigitte Collet	ambassadrice extraordinaire et plénipotentiaire de la République française auprès de la République fédérale démocratique d'Ethiopie		oui	Éthiopie						oui								
JORF	JORFTEXT000025838833	2012-05-10	nomination	M	Kédadouche	Zair	Zair Kédadouche	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Principauté d'Andorre		oui	Andorre						oui								
JORF	JORFTEXT000025803003	2012-05-05	nomination	M	Loras	Damien	Damien Loras	ambassadeur extraordinaire et plénipotentiaire de la République française auprès du Royaume de Thaïlande		oui	Thaïlande						oui								
JORF	JORFTEXT000025790185	2012-05-03	nomination	M	Bühler	Pierre	Pierre Bühler	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Pologne		oui	Pologne						oui								
JORF	JORFTEXT000025747802	2012-04-26	nomination	M	Mourier	Pierre-François	Pierre-François Mourier	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République de Slovénie		oui	Slovénie						oui								
JORF	JORFTEXT000025743885	2012-04-25	nomination	M	Duclos	Michel	Michel Duclos	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la Confédération suisse		oui	Suisse						oui								
JORF	JORFTEXT000025706359	2012-04-18	nomination	M	Leroy	Didier	Didier Leroy	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République du Tadjikistan		oui	Tadjikistan						oui								
JORF	JORFTEXT000025706356	2012-04-18	nomination	M	Galey	Nicolas	Nicolas Galey	ambassadeur extraordinaire et plénipotentiaire de la République française auprès de la République arabe d'Egypte		oui	Égypte						oui								
